,CashbackAmount,Tenure,CityTier,WarehouseToHome,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,DaySinceLastOrder,PreferredPaymentMode,PreferedOrderCat,Gender_Female,Gender_Male,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
1179,144.48,13.0,1,18.0,3,5,3,0,7.0,4,2,1,0,0,1,0
5317,166.48,9.0,1,15.0,4,3,3,0,10.0,4,2,1,0,0,1,0
4182,244.94,8.0,1,14.0,4,4,2,0,12.0,4,0,1,0,0,0,1
796,121.53999999999999,0.0,1,6.0,3,3,1,1,2.0,0,3,0,1,0,0,1
4678,165.28,12.0,3,14.0,5,1,2,0,6.0,5,2,1,0,0,0,1
5051,145.11,18.0,1,9.0,2,1,3,0,8.0,4,4,1,0,0,1,0
164,133.1,1.0,1,14.0,3,2,2,0,2.0,4,3,1,0,0,0,1
1091,178.47,16.0,3,8.0,3,1,2,1,8.0,3,2,0,1,0,1,0
5055,193.33,5.0,1,18.0,4,5,3,1,2.0,3,2,0,1,0,1,0
369,125.78999999999999,7.0,3,14.0,3,3,2,1,6.0,1,3,1,0,0,1,0
3081,159.48,14.0,1,9.0,5,3,8,0,1.0,3,2,1,0,1,0,0
1767,125.63999999999999,0.0,2,14.0,4,1,2,0,0.0,1,3,0,1,0,0,1
748,127.41,9.0,1,12.0,5,3,2,0,7.0,4,3,0,1,0,1,0
5227,170.91,21.0,3,21.0,4,3,5,1,3.0,3,2,1,0,0,1,0
2736,128.58,11.0,3,7.0,4,5,5,0,0.0,4,3,0,1,0,0,1
4174,145.28,1.0,1,31.0,5,3,7,1,4.0,4,4,0,1,0,0,1
1479,129.42,0.0,2,31.0,3,3,2,0,7.0,4,3,1,0,0,1,0
1076,139.89,0.0,1,14.0,4,3,2,1,2.0,3,4,0,1,0,0,1
5076,312.89,20.0,3,11.0,5,4,4,0,9.0,5,5,1,0,0,1,0
1745,291.97,12.0,1,6.0,3,3,2,1,6.0,4,5,0,1,0,1,0
2369,271.69,20.0,1,8.0,3,3,4,0,6.0,3,1,1,0,0,1,0
3408,161.33,19.0,1,30.0,4,5,3,1,9.0,4,2,0,1,1,0,0
1590,236.75,4.0,1,9.0,3,3,10,0,2.0,3,0,0,1,0,1,0
95,159.14,9.0,1,11.0,3,4,9,0,7.0,4,2,0,1,0,0,1
554,169.32,4.0,3,26.0,3,3,2,0,0.0,5,2,1,0,1,0,0
5089,163.67,2.0,1,9.0,5,1,3,1,3.0,4,4,0,1,0,1,0
1646,112.0,0.0,3,16.0,4,3,2,0,0.0,3,4,1,0,0,0,1
2723,150.87,15.0,3,18.0,3,1,4,1,0.0,5,2,0,1,0,1,0
3433,262.26,31.0,1,9.0,5,2,5,1,4.0,4,1,1,0,0,0,1
2824,147.93,1.0,1,32.0,6,3,3,0,2.0,4,4,0,1,0,0,1
2653,154.05,11.0,3,8.0,5,1,3,1,3.0,5,2,1,0,0,1,0
1269,196.79,5.0,1,11.0,4,1,9,0,0.0,4,2,0,1,0,0,1
2255,112.22999999999999,0.0,1,7.0,3,3,2,0,1.0,4,4,0,1,0,1,0
4459,179.82,25.0,1,9.0,6,4,7,0,3.0,3,2,0,1,0,1,0
2721,147.71,11.0,1,15.0,3,1,3,0,3.0,4,4,0,1,0,1,0
5221,145.33,1.0,3,20.0,4,4,3,0,1.0,4,4,1,0,0,1,0
3114,266.18,31.0,3,36.0,5,2,5,0,1.0,5,1,0,1,0,1,0
5495,164.02,13.0,1,26.0,4,1,10,0,3.0,6,2,0,1,0,1,0
3524,182.14,8.0,3,16.0,4,3,3,0,4.0,4,2,1,0,1,0,0
1208,173.14,9.0,3,16.0,3,4,6,0,7.0,4,0,1,0,0,1,0
5271,226.69,17.0,1,9.0,5,1,2,0,0.0,2,0,1,0,0,1,0
11,153.81,11.0,1,6.0,4,3,10,1,0.0,4,0,0,1,0,0,1
2754,163.23,13.0,1,17.0,3,3,2,0,4.0,1,2,1,0,0,1,0
4095,235.31,5.0,1,17.0,4,3,6,0,9.0,3,0,1,0,0,1,0
3656,225.08,21.0,1,14.0,5,5,9,1,0.0,3,0,1,0,1,0,0
4324,150.66,1.0,1,10.0,5,3,3,1,2.0,3,4,0,1,0,1,0
3742,137.74,4.0,1,14.0,4,3,3,0,1.0,1,4,0,1,0,1,0
2426,186.06,8.0,1,22.0,4,4,2,0,3.0,4,0,1,0,0,0,1
3896,150.7,1.0,1,14.0,4,1,3,0,8.0,3,4,0,1,0,0,1
1952,176.54,12.0,3,17.0,3,1,2,0,7.0,5,0,1,0,0,1,0
2218,127.41,9.0,1,12.0,5,3,2,0,7.0,4,3,0,1,0,1,0
604,203.88,8.0,1,31.0,3,3,2,1,1.0,3,0,1,0,0,1,0
4440,300.84,27.0,1,10.0,4,3,5,1,4.0,3,1,0,1,0,1,0
4712,236.02999999999997,30.0,1,16.0,4,1,9,0,2.0,3,1,0,1,0,1,0
2405,131.72,0.0,1,15.0,3,5,3,1,0.0,0,3,0,1,0,0,1
1487,143.17,11.0,1,9.0,3,3,4,1,2.0,1,2,1,0,0,0,1
4334,175.06,19.0,3,11.0,4,5,6,1,4.0,4,2,1,0,0,1,0
4318,233.55,14.0,3,11.0,5,1,9,0,12.0,5,0,0,1,0,1,0
5133,178.63,9.0,1,8.0,5,1,2,0,1.0,3,2,1,0,0,1,0
4812,201.42,11.0,3,26.0,4,4,3,1,10.0,3,0,0,1,0,0,1
4497,164.83,3.0,1,16.0,5,1,2,0,3.0,6,4,0,1,0,0,1
1406,124.06,11.0,1,14.0,3,1,2,0,9.0,4,2,1,0,0,0,1
1743,144.49,10.0,1,31.0,3,3,4,1,7.0,3,2,1,0,0,1,0
5503,145.62,3.0,1,14.0,4,5,5,0,3.0,4,4,0,1,0,0,1
4154,154.66,1.0,3,12.0,5,3,2,0,1.0,6,4,1,0,0,0,1
729,144.77,18.0,1,13.0,3,3,5,1,2.0,3,4,1,0,1,0,0
873,139.04,0.0,1,8.0,4,2,1,0,1.0,3,4,0,1,0,0,1
4599,223.24,1.0,1,27.0,4,3,5,0,0.0,4,0,0,1,0,1,0
4449,158.1,2.0,1,15.0,4,1,3,0,3.0,4,4,1,0,0,0,1
2775,232.06,11.0,1,16.0,5,3,4,0,11.0,3,0,1,0,0,1,0
1776,137.8,27.0,1,5.0,3,3,8,0,0.0,4,2,1,0,0,0,1
1215,156.73,9.0,3,16.0,4,3,2,1,7.0,1,2,1,0,0,1,0
3457,166.07,11.0,1,10.0,4,4,5,0,2.0,6,2,1,0,0,0,1
5579,179.1,16.0,1,25.0,4,5,8,1,3.0,4,2,0,1,0,1,0
4082,177.04,9.0,3,14.0,4,1,3,1,10.0,4,2,1,0,0,1,0
5454,193.7,15.0,1,12.0,2,4,5,0,3.0,4,2,0,1,0,0,1
2234,122.35,0.0,1,20.0,3,5,2,1,8.0,4,3,0,1,0,1,0
3961,151.79,1.0,3,14.0,4,4,3,0,1.0,5,4,0,1,0,0,1
3249,155.57,12.0,1,9.0,4,3,8,1,2.0,3,4,0,1,1,0,0
3769,208.76,13.0,1,13.0,4,4,6,0,3.0,4,0,1,0,0,0,1
4043,148.07,1.0,1,23.0,6,5,3,1,1.0,1,4,0,1,0,1,0
3069,291.59,29.0,1,9.0,4,2,4,1,3.0,4,1,1,0,0,0,1
4251,179.41,25.0,3,28.0,4,1,2,1,1.0,5,2,0,1,0,0,1
973,140.69,13.0,1,14.0,3,1,4,1,2.0,4,2,0,1,0,1,0
4114,175.98,9.0,1,16.0,4,3,3,0,9.0,3,2,0,1,0,0,1
4096,169.4,28.0,1,17.0,4,5,8,1,5.0,3,2,1,0,0,0,1
2892,163.15,8.0,1,17.0,4,3,3,1,1.0,3,4,0,1,0,1,0
594,141.63,20.0,3,10.0,3,2,2,1,7.0,4,2,1,0,0,0,1
2945,173.98,1.0,1,7.0,4,3,2,0,3.0,4,2,1,0,1,0,0
751,126.78,0.0,3,27.0,1,2,2,0,2.0,5,3,0,1,0,0,1
4575,148.51,1.0,3,13.0,6,3,2,0,1.0,5,4,1,0,0,1,0
619,147.77,0.0,1,17.0,5,4,6,0,0.0,3,2,1,0,1,0,0
1276,296.36,28.0,2,32.0,1,4,5,1,4.0,6,5,0,1,0,1,0
2728,128.1,9.0,1,15.0,1,4,2,0,2.0,4,3,0,1,0,1,0
450,154.85,27.0,1,25.0,3,5,10,1,4.0,3,2,1,0,0,1,0
3199,202.25,7.0,1,13.0,4,2,5,0,8.0,4,2,0,1,0,1,0
927,112.74000000000001,0.0,1,13.0,3,3,2,0,0.0,2,4,0,1,0,1,0
5041,174.98,6.0,1,9.0,4,3,6,1,8.0,4,2,1,0,0,0,1
4991,151.1,1.0,1,22.0,4,3,3,0,3.0,3,4,0,1,0,1,0
4445,146.15,11.0,1,7.0,4,1,3,0,8.0,4,4,1,0,0,0,1
3797,185.77,12.0,2,17.0,4,3,5,0,3.0,6,2,0,1,0,1,0
1656,152.1,18.0,1,13.0,3,5,2,0,11.0,4,0,0,1,0,1,0
4140,213.37,9.0,2,33.0,4,1,3,1,0.0,4,0,1,0,0,0,1
243,163.8,3.0,3,28.0,4,3,3,1,0.0,5,2,0,1,1,0,0
877,193.62,8.0,1,24.0,3,2,3,0,2.0,4,0,0,1,0,0,1
3474,213.23,12.0,1,24.0,5,3,2,0,0.0,4,0,1,0,1,0,0
5619,165.25,3.0,1,20.0,5,4,6,1,4.0,6,2,0,1,0,1,0
2452,160.77,11.0,2,16.0,3,3,4,0,2.0,6,2,0,1,0,1,0
4826,166.71,1.0,1,10.0,4,3,2,1,3.0,4,2,1,0,0,1,0
1732,157.15,13.0,3,8.0,3,4,8,0,3.0,5,2,1,0,0,1,0
3988,214.26,10.0,1,28.0,4,4,6,0,0.0,3,2,1,0,0,1,0
3717,157.94,8.0,1,7.0,5,4,7,0,3.0,4,4,1,0,1,0,0
2794,124.38999999999999,5.0,1,14.0,3,5,2,0,2.0,1,3,0,1,0,0,1
1258,128.1,9.0,1,15.0,1,4,2,0,2.0,4,3,0,1,0,1,0
5440,165.71,11.0,2,15.0,4,4,4,0,8.0,6,2,0,1,0,1,0
1450,288.44,30.0,2,8.0,4,1,10,0,2.0,6,5,1,0,0,1,0
1660,124.55000000000001,16.0,1,14.0,3,1,1,0,7.0,4,3,1,0,0,0,1
3454,135.52,2.0,3,17.0,4,4,3,0,1.0,3,4,0,1,1,0,0
2254,129.94,0.0,1,31.0,1,1,2,1,1.0,4,3,1,0,0,0,1
3377,150.19,10.0,1,9.0,4,3,6,0,10.0,3,4,0,1,0,0,1
1913,298.59,18.0,1,8.0,3,5,6,1,4.0,3,5,0,1,0,1,0
876,136.29,10.0,1,17.0,3,3,5,0,2.0,3,4,1,0,0,0,1
4017,257.25,20.0,3,10.0,2,5,4,0,9.0,2,1,1,0,0,1,0
2616,126.78999999999999,0.0,3,13.0,3,4,2,0,0.0,5,3,0,1,0,0,1
532,125.32,2.0,1,14.0,4,2,7,0,3.0,0,3,1,0,0,1,0
4836,165.14,9.0,1,28.0,4,1,3,1,8.0,4,2,1,0,0,1,0
3965,256.16,25.0,1,10.0,4,3,4,0,3.0,2,0,1,0,0,1,0
867,209.2,12.0,1,31.0,3,3,4,0,5.0,4,0,0,1,1,0,0
1389,140.11,3.0,1,6.0,3,1,2,0,7.0,3,2,1,0,0,0,1
3409,166.63,21.0,3,11.0,4,2,3,1,8.0,4,2,1,0,0,0,1
542,127.78,4.0,1,8.0,5,2,5,1,0.0,4,3,1,0,0,1,0
159,147.41,0.0,1,17.0,3,5,2,1,3.0,3,2,0,1,1,0,0
4904,172.77,1.0,1,18.0,6,4,7,0,1.0,3,2,1,0,0,1,0
5267,185.77,12.0,2,17.0,4,3,5,0,3.0,6,2,0,1,0,1,0
667,145.08,0.0,1,35.0,4,3,2,0,8.0,3,2,1,0,0,0,1
1625,275.84,26.0,1,9.0,3,3,4,1,3.0,3,1,0,1,0,1,0
5397,192.35,1.0,3,8.0,6,4,8,0,1.0,4,2,0,1,0,0,1
1264,150.03,4.0,1,6.0,5,5,2,0,7.0,4,2,0,1,0,1,0
4241,153.59,9.0,1,7.0,5,3,3,0,5.0,3,4,0,1,0,0,1
501,151.75,5.0,1,14.0,1,3,6,0,3.0,3,2,1,0,1,0,0
5273,165.87,6.0,1,8.0,4,5,6,0,3.0,1,2,0,1,0,1,0
3415,162.43,1.0,1,21.0,5,4,3,1,3.0,6,4,0,1,0,1,0
1893,168.04,16.0,3,21.0,4,1,4,0,2.0,4,2,0,1,0,1,0
3731,209.63,2.0,3,12.0,4,5,2,0,0.0,3,2,0,1,0,0,1
4639,153.86,1.0,1,14.0,4,3,3,1,3.0,4,4,1,0,0,1,0
220,129.04,0.0,1,32.0,3,2,2,0,2.0,4,3,0,1,0,1,0
2120,207.98000000000002,16.0,3,31.0,4,1,6,0,0.0,3,0,0,1,0,1,0
5223,211.2,3.0,3,26.0,5,3,3,0,0.0,4,2,0,1,0,1,0
3795,188.92,7.0,3,15.0,4,5,4,0,3.0,4,2,0,1,0,1,0
2484,133.12,5.0,1,11.0,1,1,4,0,2.0,6,3,1,0,0,1,0
1856,188.47,9.0,1,15.0,4,4,3,1,2.0,3,2,0,1,0,1,0
1283,126.47,0.0,1,14.0,3,1,2,0,4.0,6,3,0,1,0,0,1
3309,165.37,7.0,3,7.0,2,5,3,0,9.0,3,2,0,1,0,1,0
4976,192.82,13.0,1,16.0,4,4,11,0,4.0,4,2,0,1,0,0,1
4540,167.6,1.0,3,17.0,4,3,3,1,4.0,5,2,1,0,0,1,0
1534,237.33999999999997,24.0,1,9.0,3,4,4,0,0.0,3,1,1,0,0,0,1
2343,139.04,0.0,1,8.0,4,1,1,0,1.0,3,4,0,1,0,0,1
5624,154.66,1.0,3,12.0,5,3,2,0,1.0,6,4,1,0,0,0,1
2013,123.77000000000001,1.0,1,14.0,3,3,6,0,2.0,0,3,1,0,0,1,0
1038,139.36,10.0,1,16.0,3,4,2,0,7.0,3,4,1,0,0,1,0
584,123.21000000000001,0.0,1,14.0,4,5,1,1,2.0,0,3,0,1,0,0,1
5381,232.48000000000002,19.0,1,8.0,5,3,5,0,5.0,4,0,0,1,0,1,0
4387,204.18,3.0,3,7.0,4,1,3,0,2.0,3,0,1,0,0,1,0
2395,136.73,15.0,1,15.0,3,1,2,0,8.0,3,4,1,0,0,0,1
3829,158.12,6.0,1,12.0,2,1,5,0,3.0,6,4,1,0,0,1,0
1506,120.24000000000001,0.0,1,15.0,3,4,7,0,2.0,0,3,0,1,0,1,0
5585,173.78,7.0,1,22.0,4,1,2,1,2.0,3,2,1,0,0,1,0
611,209.99,21.0,1,10.0,4,3,8,0,0.0,4,0,0,1,0,0,1
1536,122.78999999999999,0.0,1,15.0,3,4,2,0,3.0,0,3,1,0,0,0,1
3753,211.2,3.0,3,26.0,5,3,3,0,0.0,4,2,0,1,0,1,0
475,161.62,5.0,1,10.0,4,3,2,0,8.0,4,2,1,0,1,0,0
3359,149.04,3.0,1,13.0,4,5,9,1,3.0,3,4,0,1,1,0,0
3468,171.15,20.0,1,15.0,5,5,10,1,8.0,4,2,1,0,0,1,0
665,171.19,6.0,1,11.0,4,2,5,0,2.0,4,0,0,1,0,1,0
370,130.41,0.0,3,8.0,3,5,1,0,2.0,5,3,0,1,0,1,0
364,266.27,16.0,1,12.0,4,2,5,1,0.0,6,1,0,1,0,1,0
4507,154.76,21.0,3,11.0,4,3,5,0,1.0,3,2,0,1,0,0,1
5431,151.79,1.0,3,14.0,4,4,3,0,1.0,5,4,0,1,0,0,1
825,198.52,4.0,3,8.0,3,3,2,1,6.0,4,0,1,0,0,1,0
3946,149.68,12.0,1,9.0,5,4,6,0,6.0,3,4,1,0,0,1,0
3282,292.52,21.0,1,9.0,4,2,3,1,1.0,6,1,1,0,1,0,0
3405,179.88,7.0,1,7.0,2,4,3,1,3.0,6,2,1,0,1,0,0
5293,173.76,17.0,1,34.0,2,4,7,0,3.0,1,4,0,1,0,1,0
325,165.82,4.0,3,8.0,3,2,5,1,5.0,4,2,0,1,0,0,1
982,160.77,11.0,2,16.0,3,3,4,0,2.0,6,2,0,1,0,1,0
3571,174.98,6.0,1,9.0,4,3,6,1,8.0,4,2,1,0,0,0,1
716,135.97,0.0,1,30.0,3,4,9,0,2.0,3,4,0,1,0,0,1
5500,181.73,10.0,3,17.0,5,3,3,1,8.0,1,2,1,0,0,1,0
2439,154.73,13.0,3,15.0,3,5,1,0,1.0,3,2,0,1,0,1,0
620,163.85,28.0,1,24.0,3,4,4,1,7.0,3,2,0,1,1,0,0
2127,199.57,3.0,1,26.0,3,5,1,0,2.0,6,2,0,1,0,1,0
3653,193.93,12.0,3,9.0,4,5,5,0,8.0,4,2,1,0,0,1,0
5176,137.61,1.0,1,15.0,5,4,3,0,1.0,4,4,1,0,0,0,1
4567,151.54,19.0,1,17.0,4,1,5,0,3.0,4,4,0,1,0,1,0
257,131.02,0.0,1,9.0,3,5,1,0,4.0,1,3,0,1,0,0,1
1970,207.61,18.0,3,15.0,3,5,5,1,2.0,5,0,0,1,0,1,0
1565,159.14,9.0,1,11.0,3,4,9,0,7.0,4,2,0,1,0,0,1
2129,188.23,11.0,1,23.0,4,3,1,0,9.0,4,0,1,0,0,1,0
3530,147.58,9.0,1,7.0,5,3,8,0,8.0,3,4,0,1,1,0,0
835,141.03,14.0,3,6.0,3,5,1,0,7.0,5,2,1,0,0,1,0
3060,152.16,1.0,3,19.0,3,4,3,0,1.0,4,4,1,0,0,0,1
183,156.6,30.0,1,6.0,5,3,3,1,2.0,4,2,0,1,0,1,0
2675,293.92,16.0,1,12.0,4,3,8,0,14.0,3,5,1,0,0,1,0
2761,144.4,11.0,3,7.0,3,4,1,0,8.0,4,2,0,1,0,1,0
949,163.88,6.0,1,14.0,3,3,3,1,0.0,4,2,0,1,0,0,1
2784,176.44,9.0,3,9.0,4,1,1,0,4.0,3,0,1,0,0,1,0
1452,157.44,0.0,3,11.0,4,3,2,1,3.0,5,2,0,1,0,0,1
3876,170.81,1.0,3,19.0,4,1,5,1,8.0,6,2,0,1,0,0,1
3321,153.18,18.0,1,15.0,2,2,4,1,3.0,4,4,0,1,1,0,0
3477,234.76,29.0,1,9.0,4,4,5,0,3.0,4,0,0,1,1,0,0
3818,180.62,10.0,1,13.0,2,5,5,1,3.0,4,2,0,1,0,1,0
508,123.41999999999999,9.0,2,14.0,4,5,1,0,3.0,4,3,0,1,1,0,0
4749,148.19,1.0,1,7.0,5,5,3,1,1.0,4,4,1,0,0,1,0
360,121.87,0.0,1,12.0,4,3,1,0,3.0,0,3,1,0,0,1,0
2005,123.80000000000001,20.0,1,14.0,4,1,10,1,0.0,4,3,0,1,0,1,0
343,155.77,25.0,1,12.0,3,5,4,1,9.0,1,2,0,1,0,1,0
2249,282.65,21.0,1,7.0,4,1,7,0,0.0,4,5,0,1,0,0,1
4050,164.78,5.0,1,11.0,2,3,10,0,3.0,3,4,1,0,0,1,0
673,123.13,0.0,1,31.0,4,4,5,1,2.0,0,3,0,1,0,0,1
657,199.57,3.0,1,26.0,3,5,1,0,2.0,6,2,0,1,1,0,0
4230,179.73,31.0,3,7.0,5,3,9,0,4.0,4,2,1,0,0,0,1
2767,126.6,8.0,1,17.0,3,3,8,1,2.0,0,3,0,1,0,1,0
1754,145.56,15.0,1,35.0,3,3,3,0,2.0,4,2,1,0,0,1,0
2222,173.79,19.0,1,8.0,3,1,3,0,4.0,1,2,0,1,0,1,0
3772,147.72,1.0,1,27.0,4,3,2,0,3.0,4,2,0,1,0,0,1
2312,123.87,13.0,1,14.0,3,4,4,0,3.0,4,3,0,1,0,1,0
4943,158.76,15.0,1,14.0,2,3,3,0,9.0,1,4,1,0,0,1,0
5130,150.34,1.0,3,18.0,2,1,10,0,1.0,3,4,1,0,0,1,0
3989,190.13,14.0,1,7.0,4,1,6,0,4.0,4,2,1,0,0,1,0
2882,184.16,1.0,1,30.0,5,3,5,1,2.0,4,2,0,1,1,0,0
5151,165.78,6.0,3,9.0,4,4,2,1,3.0,5,2,0,1,0,1,0
4152,245.31,13.0,3,31.0,5,1,2,0,7.0,5,1,1,0,0,1,0
722,153.43,7.0,1,6.0,4,5,1,0,9.0,3,2,0,1,0,0,1
2443,140.69,13.0,1,14.0,3,1,4,1,2.0,4,2,0,1,0,1,0
1809,174.91,10.0,1,6.0,3,1,5,0,2.0,1,0,1,0,0,0,1
2428,120.18,0.0,1,15.0,3,5,4,0,0.0,4,3,0,1,0,0,1
4360,167.98,1.0,1,7.0,5,5,7,0,1.0,1,2,0,1,0,1,0
1333,129.77,8.0,1,6.0,5,1,2,0,1.0,4,3,1,0,0,1,0
4089,200.1,17.0,1,18.0,4,3,3,0,10.0,4,0,0,1,0,1,0
4126,148.8,1.0,3,12.0,4,5,3,1,3.0,3,4,0,1,0,0,1
2063,136.33,18.0,1,29.0,3,5,2,1,8.0,4,2,0,1,0,1,0
4934,292.56,29.0,1,9.0,5,5,9,0,3.0,3,1,0,1,0,0,1
3860,150.8,1.0,1,9.0,4,1,4,0,3.0,3,4,0,1,0,0,1
4375,260.91,15.0,3,13.0,4,1,5,1,1.0,4,0,1,0,0,0,1
779,282.65,21.0,1,6.0,4,2,7,0,0.0,4,5,0,1,0,0,1
571,144.47,18.0,1,10.0,3,4,2,0,8.0,4,2,0,1,1,0,0
3119,303.61,20.0,1,9.0,4,3,8,0,2.0,4,1,0,1,1,0,0
1678,199.85,16.0,1,13.0,3,5,9,0,0.0,4,0,1,0,0,1,0
3291,175.94,14.0,1,23.0,5,3,8,0,1.0,3,2,0,1,0,0,1
1425,151.26,3.0,1,6.0,4,1,2,1,0.0,4,2,0,1,0,1,0
918,265.98,26.0,1,8.0,1,4,5,0,8.0,3,1,0,1,0,0,1
1192,123.78999999999999,0.0,1,14.0,3,1,1,1,2.0,4,3,1,0,0,0,1
5486,224.07,1.0,3,9.0,5,4,9,1,0.0,5,2,0,1,0,0,1
134,134.79,0.0,1,35.0,4,4,1,0,4.0,0,3,0,1,0,0,1
5458,214.26,10.0,1,28.0,4,4,6,0,0.0,3,2,1,0,0,1,0
5191,225.96,10.0,3,16.0,4,1,6,0,0.0,5,0,0,1,0,1,0
1869,186.21,7.0,1,15.0,4,4,2,0,7.0,3,0,1,0,0,0,1
4000,282.87,31.0,1,22.0,4,3,4,1,3.0,4,1,0,1,0,1,0
4960,150.96,1.0,1,7.0,5,4,3,0,1.0,3,4,0,1,0,1,0
4600,224.5,1.0,2,30.0,4,5,11,1,0.0,6,0,1,0,0,1,0
1701,167.81,15.0,1,8.0,4,1,4,0,0.0,6,2,0,1,0,0,1
2214,290.81,19.0,1,21.0,3,4,6,0,3.0,4,5,0,1,0,1,0
3533,169.2,1.0,1,10.0,2,2,3,0,8.0,3,4,0,1,1,0,0
3155,230.27,20.0,1,25.0,4,3,7,0,0.0,3,0,1,0,1,0,0
2554,208.82999999999998,30.0,1,7.0,5,1,4,0,0.0,3,0,0,1,0,1,0
1901,124.5,26.0,1,14.0,3,1,3,0,2.0,4,2,0,1,0,0,1
3232,203.61,12.0,1,7.0,4,3,6,1,1.0,4,0,1,0,0,0,1
3902,154.29,8.0,1,26.0,5,1,3,0,8.0,4,4,1,0,0,1,0
1594,164.34,18.0,1,13.0,1,3,5,0,2.0,4,2,0,1,0,1,0
4098,151.47,1.0,1,19.0,4,1,3,0,5.0,6,4,0,1,0,0,1
4673,135.09,1.0,1,17.0,4,3,3,1,2.0,3,3,0,1,0,0,1
2610,130.55,6.0,1,10.0,3,4,6,0,7.0,1,2,0,1,0,1,0
3230,147.16,1.0,1,7.0,6,4,9,1,8.0,4,4,1,0,0,0,1
4102,162.48,4.0,1,7.0,4,4,3,0,8.0,3,4,0,1,0,1,0
1261,128.67,0.0,1,6.0,3,5,1,0,6.0,0,3,0,1,0,0,1
1288,139.77,0.0,1,8.0,3,3,7,1,2.0,6,4,0,1,0,1,0
2829,221.19,10.0,3,16.0,5,2,3,0,0.0,3,0,0,1,0,0,1
1262,153.73,2.0,1,6.0,3,5,1,0,2.0,4,2,0,1,0,1,0
2770,148.78,6.0,1,21.0,3,1,1,1,1.0,3,2,1,0,0,1,0
2496,148.77,1.0,1,33.0,5,5,1,0,0.0,3,2,1,0,0,1,0
4150,162.85,3.0,1,35.0,5,5,3,0,5.0,3,4,1,0,0,0,1
85,204.0,0.0,3,10.0,5,2,2,0,8.0,3,0,0,1,1,0,0
1798,127.41,0.0,2,23.0,3,3,1,1,0.0,4,3,1,0,0,1,0
4052,178.99,19.0,1,7.0,4,3,6,0,4.0,3,2,0,1,0,0,1
2612,140.01,7.0,3,16.0,3,3,2,1,7.0,4,2,0,1,0,1,0
4307,296.81,15.0,1,17.0,5,5,6,0,8.0,4,1,0,1,0,1,0
4336,150.0,7.0,1,9.0,4,1,2,0,3.0,4,4,0,1,0,0,1
2316,231.42000000000002,24.0,1,17.0,4,4,4,0,3.0,2,1,1,0,0,0,1
395,181.2,21.0,3,8.0,2,4,4,0,2.0,5,2,0,1,1,0,0
517,128.99,11.0,3,15.0,4,4,1,0,2.0,5,3,0,1,1,0,0
4569,170.56,16.0,1,36.0,4,3,4,0,3.0,4,2,1,0,0,1,0
553,122.59,0.0,1,26.0,3,3,5,0,0.0,0,3,0,1,1,0,0
606,126.0,0.0,1,14.0,4,5,2,1,0.0,0,3,1,0,0,0,1
2790,235.7,14.0,1,34.0,4,4,1,0,10.0,4,1,1,0,0,1,0
3123,215.71,20.0,3,17.0,5,2,4,1,0.0,5,0,1,0,1,0,0
2410,140.35,28.0,1,10.0,3,3,1,1,2.0,4,2,0,1,0,1,0
2056,124.03999999999999,0.0,1,14.0,4,5,7,1,0.0,4,3,1,0,0,0,1
1003,155.62,9.0,1,12.0,1,5,4,1,2.0,4,2,0,1,0,1,0
4226,189.99,10.0,1,18.0,5,4,3,0,4.0,4,2,0,1,0,0,1
5160,154.5,26.0,1,15.0,4,5,11,0,5.0,6,4,1,0,0,1,0
1575,132.12,25.0,1,8.0,4,1,8,0,2.0,4,3,1,0,0,0,1
3145,286.84,7.0,1,7.0,3,3,6,0,6.0,3,1,1,0,0,1,0
3574,193.52,14.0,3,17.0,5,4,9,0,4.0,2,2,1,0,0,1,0
1158,120.44,0.0,1,6.0,3,1,2,0,3.0,4,3,0,1,0,1,0
2244,287.11,22.0,1,10.0,4,3,3,0,0.0,3,5,0,1,0,1,0
2799,148.5,18.0,3,26.0,3,3,9,0,1.0,4,2,1,0,0,0,1
4683,157.21,24.0,1,35.0,2,3,3,1,9.0,3,4,0,1,0,1,0
5370,145.28,7.0,1,28.0,2,4,3,0,14.0,3,4,0,1,0,1,0
4253,231.73000000000002,20.0,1,7.0,5,5,4,1,6.0,3,0,0,1,0,1,0
543,123.77000000000001,1.0,1,14.0,3,3,6,0,2.0,0,3,1,0,0,1,0
1969,209.33999999999997,26.0,3,13.0,4,1,8,1,0.0,5,0,1,0,0,1,0
3279,148.19,1.0,1,7.0,5,5,3,1,1.0,4,4,1,0,1,0,0
1435,235.02999999999997,13.0,1,6.0,4,4,2,0,11.0,4,1,0,1,0,1,0
1169,168.7,14.0,1,11.0,1,4,4,0,2.0,4,2,0,1,0,0,1
567,167.25,5.0,1,9.0,3,5,2,0,3.0,3,2,1,0,1,0,0
4171,166.93,3.0,1,22.0,5,3,2,1,9.0,4,2,1,0,0,0,1
2559,178.79,17.0,1,8.0,1,1,2,1,7.0,4,0,1,0,0,1,0
3022,173.69,28.0,1,27.0,4,3,5,0,4.0,4,2,1,0,0,0,1
2292,184.46,15.0,3,11.0,3,4,10,1,7.0,4,0,0,1,0,0,1
2812,161.42,0.0,1,10.0,1,4,2,1,3.0,4,2,0,1,0,1,0
3892,158.06,12.0,1,11.0,4,3,9,0,1.0,3,4,1,0,0,1,0
